2014 Form EIA-860 Data - Schedule 6Dcomma 'Cooling System Data',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,Cooling ID,Cooling Status,Inservice Month,Inservice Year,Cooling Type 1,Cooling Type 2,Cooling Type 3,Cooling Type 4,Percent Dry Cooling,Cooling Water Source,Cooling Water Discharge,Water Source Code,Water Type Code,Intake Rate at 100% (Gallons per Minute),Chlorine Inservice Month,Chlorine Inservice Year,Pond Inservice Month,Pond Inservice Year,Pond Surface Area (Acres),Pond Volume (Acre Feet),Tower Inservice Month,Tower Inservice Year,Tower Type 1,Tower Type 2,Tower Type 3,Tower Type 4,Tower Water Rate (Gallons per Minute),Power Requirement (MW),Cost Total (Thousand Dollars),Cost Ponds (Thousand Dollars),Cost Towers (Thousand Dollars),Cost Chlorine Equipment (Thousand Dollars),Intake Distance Shore (Feet),Outlet Distance Shore (Feet),Intake Distance Surface (Feet),Outlet Distance Surface (Feet),Steam Plant Type
4405,Cottonwood Energy Co LP,55358,Cottonwood Energy Project,TX,120CLG,OP,7,2003,RI,,,, ,Sabine River,Sabine River,SW,FR,"1,975",7,2003, , , , ,7,2003,MW,,,,"101,885",2.2,"4,409", ,"1,830", ,50,50,1,1,1
4405,Cottonwood Energy Co LP,55358,Cottonwood Energy Project,TX,130CLG,OP,7,2003,RI,,,, ,Sabine River,Sabine River,SW,FR,"1,975",7,2003, , , , ,7,2003,MW,,,,"101,885",2.2,"4,409", ,"1,830", ,50,50,1,1,1
4405,Cottonwood Energy Co LP,55358,Cottonwood Energy Project,TX,140CLG,OP,7,2003,RI,,,, ,Sabine River,Sabine River,SW,FR,"1,975",5,2003, , , , ,7,2003,MW,,,,"101,885",2.2,"4,409", ,"1,830", ,50,50,1,1,1
4425,Covanta Fairfax Inc,50658,Covanta Fairfax Energy,VA,CT1,OP,6,1990,RI,,,, ,Municipal,Municipal,PD,BE,"1,032", , , , , , ,6,1990,MW,,,,"31,508",3,"14,000", ,"6,000", , , , , ,1
4464,Crockett Cogeneration,55084,Crockett Cogen Project,CA,ACC1,OP,5,1996,DC,,,,100%,,,,, , , , , , , ,5,1996,MD,,,, ,0.2, , , , , , , , ,1
4716,Dairyland Power Coop,4140,Alma,WI,G1,RE,9,1947,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"14,811", , , , , , , , ,,,,, , ,877, , , ,30,,12,9,1
4716,Dairyland Power Coop,4140,Alma,WI,G2,RE,11,1947,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"14,811", , , , , , , , ,,,,, , ,877, , , ,30,,12,9,1
4716,Dairyland Power Coop,4140,Alma,WI,G3,RE,7,1950,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"14,811", , , , , , , , ,,,,, , ,877, , , ,30,,12,9,1
4716,Dairyland Power Coop,4140,Alma,WI,G4,RE,5,1957,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"33,662", , , , , , , , ,,,,, , ,877, , , ,30,,12,9,1
4716,Dairyland Power Coop,4140,Alma,WI,G5,RE,1,1960,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"55,000", , , , , , , , ,,,,, , ,877, , , ,30,,12,9,1
4716,Dairyland Power Coop,4143,Genoa,WI,1,OP,7,1969,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"169,658", , , , , , , , ,,,,, , ,"1,430", , , ,30,,11,9,1
4716,Dairyland Power Coop,4271,John P Madgett,WI,G1,OP,11,1979,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"223,967", , , , , , , , ,,,,, , ,"3,989", , , ,30,,12,9,1
4922,Dayton Power & Light Co,2848,O H Hutchings,OH,CT,OP,6,2000,ON,,,, ,Great Miami River,Great Miami River,SW,FR,"44,883", , , , , , ,6,2000,MW,,,,"44,883",1.7,"4,100", ,"4,100", ,175,446,4,5,1
4922,Dayton Power & Light Co,2848,O H Hutchings,OH,GMR,OP,7,1948,ON,,,, ,Great Miami River,Great Miami River,SW,FR,"259,873", , , , , , , , ,,,,, , ,615, , , ,175,"1,350",4,5,1
4922,Dayton Power & Light Co,2850,J M Stuart,OH,1,OP,5,1971,ON,,,, ,Ohio River,Ohio River,SW,FR,"215,888", , , , , , , , ,,,,, , ,"4,003", , , ,100,"2,250",40,5,1
4922,Dayton Power & Light Co,2850,J M Stuart,OH,2,OP,10,1970,ON,,,, ,Ohio River,Ohio River,SW,FR,"215,888", , , , , , , , ,,,,, , ,"3,692", , , ,100,"2,250",40,5,1
4922,Dayton Power & Light Co,2850,J M Stuart,OH,3,OP,5,1972,ON,,,, ,Ohio River,Ohio River,SW,FR,"215,888", , , , , , , , ,,,,, , ,"4,727", , , ,100,"2,250",40,5,1
4922,Dayton Power & Light Co,2850,J M Stuart,OH,4,OP,6,1974,RN,,,, ,Ohio River,Ohio River,SW,FR,"5,835", , , , , , ,6,1974,NW,,,,"215,888",4,"13,686", ,"8,898", ,90, ,40, ,1
4922,Dayton Power & Light Co,6031,Killen Station,OH,2,OP,6,1982,RI,,,, ,Ohio River,Ohio River,SW,FR,"11,221",6,1982, , , , ,6,1982,MW,,,,"218,581",2,"20,168", ,"15,448",337,140, ,17, ,1
4945,Dearborn Industrial Gen Inc,55088,Dearborn Industrial Generation,MI,CIRC,OP,5,2001,ON,,,, ,Detroit River,Rouge River,SW,FR,"187,477", , , , , , , , ,,,,, , ,"12,000", , , , , , , ,1
4966,Casco Bay Energy Co LLC,55068,Maine Independence Station,ME,CT,OP,5,2000,RI,,,, ,Penobscot River,Penobscot River,SW,BR,"2,855",5,2000, , , , ,5,2000,MW,,,,"109,964",1.6,"3,500", ,"2,300",384,70,,10,,3
4994,Deer Park Energy Center,55464,Deer Park Energy Center,TX,CT,OP,12,2003,RI,,,, ,Municipal-CIWA,Houston Ship Channel,SW,FR,"1,675", , , , , , ,12,2003,MW,,,,"107,250",4,"8,400", ,"8,400", , , , , ,1
5030,Delta Energy Center LLC,55333,Delta Energy Center,CA,CT,OP,6,2002,RI,,,, ,Delta Diablo Sanitation Dist,Delta Diablo Sanitation Dist,PD,BE,"4,165", , , , , , ,6,2002,MW,,,,"167,863",2, , , , , , , , ,1
5107,City of Detroit - (MI),1822,Mistersky,MI,5,RE,8,1950,ON,,,, ,Detroit River,Detroit River,SW,FR,"45,781", , , , , , , , ,,,,, , ,10, , , ,,,6,6,1
5107,City of Detroit - (MI),1822,Mistersky,MI,6,RE,8,1958,ON,,,, ,Detroit River,Detroit River,SW,FR,"48,025", , , , , , , , ,,,,, , ,10, , , ,,,6,6,1
5107,City of Detroit - (MI),1822,Mistersky,MI,7,RE,1,1979,ON,,,, ,Detroit River,Detroit River,SW,FR,"43,985", , , , , , , , ,,,,, , ,10, , , ,,,6,6,1
5109,DTE Electric Company,1726,Conners Creek,MI,1,RE,11,1934,ON,,,, ,Detroit River,,SW,FR,"224,416", , , , , , , , ,,,,, , ,"1,724", , , ,,,,,4
5109,DTE Electric Company,1729,Fermi,MI,N71,OP,6,1985,RN,,,, ,Lake Erie,Lake Erie,SW,FR,"25,022",6,1985, , , , ,6,1985,NW,,,,"899,660",16,"173,559", ,"84,737", ,"1,630",300,16,16,3
5109,DTE Electric Company,1731,Harbor Beach,MI,1,RE,4,1968,ON,,,, ,Lake Huron,,SW,FR,"89,766",9,1979, , , , , , ,,,,, , ,"1,038", , , ,30,3,18,,4
5109,DTE Electric Company,1732,Marysville,MI,1,RE,11,1922,ON,,,, ,St Clair River,,SW,FR,"423,248", , , , , , , , ,,,,, , ,836, , , ,,,,10,4
5109,DTE Electric Company,1733,Monroe (MI),MI,1,OP,6,1972,ON,,,, ,Raisin River,Lake Erie,SW,FR,"349,639", , , , , , , , ,,,,, , ,"3,000", , , ,,,,,1
5109,DTE Electric Company,1733,Monroe (MI),MI,2,OP,3,1973,ON,,,, ,Raisin River,Lake Wrie,SW,FR,"349,639", , , , , , , , ,,,,, , ,"3,000", , , ,,,,,1
5109,DTE Electric Company,1733,Monroe (MI),MI,3,OP,5,1973,ON,,,, ,Raisin River,Lake Erie,SW,FR,"349,639", , , , , , , , ,,,,, , ,"3,000", , , ,,,,,1
5109,DTE Electric Company,1733,Monroe (MI),MI,4,OP,5,1974,ON,,,, ,Raisin River,Lake Erie,SW,FR,"349,639", , , , , , , , ,,,,, , ,"19,649", , , ,,,,,1
5109,DTE Electric Company,1740,River Rouge,MI,CWS,OP,2,1956,ON,,,, ,Detroit River,Detroit River,SW,FR,"450,178",6,2003, , , , , , ,,,,, , ,"6,223", , ,"1,000",,,,15,1
5109,DTE Electric Company,1743,St Clair,MI,1,OP,8,1953,ON,,,, ,St Clair River,Lake St. Clair,SW,FR,"933,569", , , , , , , , ,,,,, , ,"11,532", , , ,,,,18,1
5109,DTE Electric Company,1745,Trenton Channel,MI,7,OP,8,1949,ON,,,, ,Trenton Channel,Lake Erie,SW,FR,"147,665",3,1982, , , , , , ,,,,, , ,"1,500", , , ,800,800,11,,1
5109,DTE Electric Company,1745,Trenton Channel,MI,8,OP,2,1950,ON,,,, ,Trenton Channel,Lake Erie,SW,FR,"147,665",3,1982, , , , , , ,,,,, , ,"1,500", , , ,800,800,11, ,1
5109,DTE Electric Company,1745,Trenton Channel,MI,9,OP,1,1968,ON,,,, ,Trenton Channel,Lake Erie,SW,FR,"210,053",3,1982, , , , , , ,,,,, , ,"4,127", , , ,260,700,17, ,1
5109,DTE Electric Company,6034,Belle River,MI,C1,OP,8,1984,ON,,,, ,St. Clair River,Cooling Pond,SW,FR,"329,891", , , , , , , , ,,,,, , ,"7,000", , , ,280,285,,17,1
5109,DTE Electric Company,6034,Belle River,MI,C2,OP,7,1985,ON,,,, ,St. Clair River,Cooling Pond,SW,FR,"329,891", , , , , , , , ,,,,, , ,"7,000", , , ,280,400,,20,1
5109,DTE Electric Company,6035,Greenwood (MI),MI,1,OP,7,1979,RC,,,, ,Municipal,Cooling Pond,SW,FR,"235,636", , ,7,1979,100,864, , ,,,,, , ,"17,900", , , , , , , ,1
5221,Dominion Nuclear Conn Inc,566,Millstone,CT,CIRC2,OP,12,1975,ON,,,, ,Long Island Sound,Long Island Sound,SW,SA,"549,369",12,1975, , , , , , ,,,,, , , , , , ,,,,,3
5221,Dominion Nuclear Conn Inc,566,Millstone,CT,CIRC3,OP,4,1986,ON,,,, ,Long Island Sound,Long Island Sound,SW,SA,"917,860",4,1986, , , , , , ,,,,, , , , , , ,,,,,3
5262,Domtar Industries Inc,54104,Ashdown,AR,GEN1OF,OP,6,1968,ON,,,, ,Millwood Lake,Red River,SW,FR,250, , , , , , , , ,,,,, , ,10, , , ,900, ,15, ,1
5262,Domtar Industries Inc,54104,Ashdown,AR,GEN2OT,OP,6,1979,OT,,,, ,Millwood Lake,Red River,SW,FR,"1,000", , , , , , , , ,,,,, , ,10, , , ,900, ,15, ,1
5262,Domtar Industries Inc,54104,Ashdown,AR,GEN3OT,OP,6,1991,RI,,,, ,Millwood Lake,Red River,SW,FR,"1,000", , , , , , ,5,1991,MW,,,,"21,005",0.7,10, ,2, ,900, ,15, ,1
5262,Domtar Industries Inc,54104,Ashdown,AR,GEN4RI,OP,6,1991,RI,,,, ,Millwood Lake,Red River,SW,FR,"1,000", , , , , , ,5,1991,MW,,,,"21,005",0.7,10, ,2, ,900, ,15, ,1
5269,Dynegy,876,Kincaid Generation LLC,IL,1,OP,6,1967,ON,,,, ,Sangchris Lake,Sangchris Lake,SW,FR,"640,033",6,1967, , , , , , ,,,,, , ,"3,921", , ,"2,370",,,42,19,1
5269,Dynegy,876,Kincaid Generation LLC,IL,2,OP,6,1968,ON,,,, ,Sangchris Lake,Sangchris Lake,SW,FR,"640,033",6,1967, , , , , , ,,,,, , ,"3,921", , ,"2,370",,,42,19,1
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,ACC5,OP,2,1992,DC,,,,100%,,,,, , , , , , , ,2,1992,MD,,,, ,2, , , , , , , , ,1
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,ACC6,OP,2,1992,DC,,,,100%,,,,, , , , , , , ,2,1992,MD,,,, ,2, , , , , , , , ,1
5338,Dow Chemical Co,52120,Dow Chemical Texas Operation,TX,P6CT,OP,2,1984,ON,,,, ,Gulf of Mexico and Brazos River,Gulf of Mexico and Brazos River,SW,SA,"109,964", , , , , , , , ,,,,, , , , , , , , , , ,3
5347,Dow Chemical Co,52006,LaO Energy Systems,LA,P1CW,OP,6,1958,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"91,113", , , , , , , , ,,,,, , ,200, , , ,"3,200","4,600", , ,1
5347,Dow Chemical Co,52006,LaO Energy Systems,LA,P2CT,OP,3,1978,RI,,,, ,Mississippi River,Mississippi River,SW,FR,"2,244", , , , , , ,3,1978,MW,,,,"13,914",0.45,750, ,750, ,"4,821","4,821", , ,1
5347,Dow Chemical Co,55419,Plaquemine Cogeneration Plant,LA,P3CT,OP,3,2004,RI,,,, ,Mississippi River,Mississippi River,SW,FR,"50,718",3,2004, , , , ,3,2004,MW,,,,"101,885",2.1,"7,000", ,"7,000", ,"4,150","5,100", , ,1
5374,Dow Chemical Company-Oyster Creek VIII,54676,Oyster Creek Unit VIII,TX,CTOW,OP,10,1994,RI,,,, ,Brazos River (Dow Chemical),,SW,FR, , , , , , , ,10,1994,MW,,,, , , , , , , , , , ,1
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,NC,1,OP,6,1957,ON,,,, ,Lake Wylie,Lake Wylie,SW,FR,"83,483", , , , , , , , ,,,,, , ,"4,000", , , , , ,16,18,1
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,NC,2,OP,11,1957,ON,,,, ,Lake Wylie,Lake Wylie,SW,FR,"83,483", , , , , , , , ,,,,, , ,"4,000", , , , , ,16,18,1
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,NC,3,OP,10,1959,ON,,,, ,Lake Wylie,Lake Wylie,SW,FR,"126,122", , , , , , , , ,,,,, , ,"4,000", , , , , ,16,18,1
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,NC,4,OP,10,1960,ON,,,, ,Lake Wylie,Lake Wylie,SW,FR,"126,122", , , , , , , , ,,,,, , ,"4,000", , , , , ,16,18,1
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,NC,5,OP,7,1961,ON,,,, ,Lake Wylie,Lake Wylie,SW,FR,"126,122", , , , , , , , ,,,,, , ,"4,000", , , , , ,16,18,1
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,10,OP,11,2011,RI,,,, ,Yadkin River,Yadkin River,SW,FR,"4,982",11,2011, , , , ,11,2011,MW,,,,"179,532",2.5,"8,000", ,"4,000",5, , ,26, ,1
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,3,RE,7,1941,ON,,,, ,Yadkin River,,SW,FR,"70,915", , , , , , , , ,,,,, , ,727, , , , , ,26,5,1
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,4,RE,9,1942,ON,,,, ,Yadkin River,,SW,FR,"36,804", , , , , , , , ,,,,, , ,727, , , , , ,26,5,1
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,5,RE,9,1953,ON,,,, ,Yadkin River,,SW,FR,"83,034", , , , , , , , ,,,,, , ,727, , , , , ,26,5,1
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,6,RE,12,1953,ON,,,, ,Yadkin River,,SW,FR,"83,034", , , , , , , , ,,,,, , ,727, , , , , ,26,5,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,1,RE,7,1940,ON,,,, ,Broad River,Broad River,SW,FR,"36,804", , , , , , , , ,,,,, , ,359, , , , , ,4, ,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,2,RE,8,1940,ON,,,, ,Broad River,Broad River,SW,FR,"36,804", , , , , , , , ,,,,, , ,359, , , , , ,4, ,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,3,RE,5,1948,ON,,,, ,Broad River,Broad River,SW,FR,"54,309", , , , , , , , ,,,,, , ,359, , , , , ,4, ,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,4,RE,10,1948,ON,,,, ,Broad River,Broad River,SW,FR,"54,309", , , , , , , , ,,,,, , ,359, , , , , ,4, ,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,5,OP,6,1972,RI,,,, ,Broad River,Broad River,SW,FR,"54,309", , , , , , ,5,1972,MW,,,,"242,818",2,"2,754", ,"2,754", , , , , ,1
5416,"Duke Energy Carolinas, LLC",2721,James E. Rogers Energy Complex,NC,6,OP,12,2012,RI,,,, ,Broad River,Broad River,SW,FR,"388,283", , , , , , ,12,2012,MW,,,,"388,284",3.3,"76,828", ,2, ,, ,, ,1
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,1,RE,12,1949,ON,,,, ,Dan River,Dan River,SW,FR,"56,104", , , , , , , , ,,,,, , ,855, , , , , ,6,7,1
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,2,RE,3,1950,ON,,,, ,Dan River,Dan River,SW,FR,"56,104", , , , , , , , ,,,,, , ,855, , , , , ,6,7,1
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,3,RE,8,1955,ON,,,, ,Dan River,Dan River,SW,FR,"82,136", , , , , , , , ,,,,, , ,855, , , , , ,6,7,1
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,7,OP,12,2012,RI,,,, ,Dan River,Dan River,SW,FR,"4,982",11,2012, , , , ,11,2012,MW,,,,"179,532",2.5,"8,000", ,"4,000",5, , ,6, ,1
5416,"Duke Energy Carolinas, LLC",2727,Marshall (NC),NC,1,OP,3,1965,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"166,068", , , , , , , , ,,,,, , ,"5,149", , , , , ,31,31,1
5416,"Duke Energy Carolinas, LLC",2727,Marshall (NC),NC,2,OP,4,1966,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"166,068", , , , , , , , ,,,,, , ,"5,149", , , , , ,31,31,1
5416,"Duke Energy Carolinas, LLC",2727,Marshall (NC),NC,3,OP,5,1969,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"318,221", , , , , , , , ,,,,, , ,"5,149", , , , , ,31,31,1
5416,"Duke Energy Carolinas, LLC",2727,Marshall (NC),NC,4,OP,5,1970,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"318,221", , , , , , , , ,,,,, , ,"5,149", , , , , ,31,31,1
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,4,RE,10,1952,ON,,,, ,Catawba River,,SW,FR,"66,876", , , , , , , , ,,,,, , ,383, , , , , ,18,10,4
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,5,RE,11,1952,ON,,,, ,Catawba River,,SW,FR,"66,876", , , , , , , , ,,,,, , ,383, , , , , ,18,10,4
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,6,RE,8,1954,ON,,,, ,Catawba River,,SW,FR,"77,199", , , , , , , , ,,,,, , ,383, , , , , ,18,10,4
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,7,RE,11,1954,ON,,,, ,Catawba River,,SW,FR,"77,199", , , , , , , , ,,,,, , ,383, , , , , ,18,10,4
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,1,RE,3,1951,ON,RF,,, ,Saluda River,Saluda River,SW,FR,"66,876", , , , , , ,3,1951,MW,,,,"56,005",1,"1,388", ,"1,388", , , ,8, ,1
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,2,RE,7,1951,ON,RF,,, ,Saluda River,Saluda River,SW,FR,"66,876", , , , , , ,3,1951,MW,,,,"75,004",1,"1,388", ,"1,388", , , ,8, ,1
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,3,OP,12,1958,ON,RI,,, ,Saluda River,Saluda River,SW,FR,"87,971", , , , , , ,12,1958,MW,,,,"49,277",2,"1,694", ,"1,694", , , ,8, ,1
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,SUPP,OP,9,2008,RI,ON,,, ,Saluda River,Saluda River,SW,FR,"104,578", , , , , , ,9,2008,MW,,,,"49,277",5,"9,750", ,"9,750", ,30, ,4, ,1
5416,"Duke Energy Carolinas, LLC",3265,Oconee,SC,1CCW,OP,7,1973,ON,,,, ,Lake Keowee,Lake Keowee,SW,FR,"708,000", , , , , , , , ,,,,, , , , , , , , ,26,30,3
5416,"Duke Energy Carolinas, LLC",3265,Oconee,SC,2CCW,OP,9,1974,ON,,,, ,Lake Keowee,Lake Keowee,SW,FR,"708,000", , , , , , , , ,,,,, , , , , , , , ,26,30,3
5416,"Duke Energy Carolinas, LLC",3265,Oconee,SC,3CCW,OP,12,1974,ON,,,, ,Lake Keowee,Lake Keowee,SW,FR,"708,000", , , , , , , , ,,,,, , , , , , , , ,26,30,3
5416,"Duke Energy Carolinas, LLC",6036,Catawba,SC,1RC,OP,6,1985,RI,,,, ,Lake Wylie,Lake Wylie,SW,FR,"97,172", , , , , , ,6,1985,MW,,,,"758,974",26, , , , ,70,,30,13,3
5416,"Duke Energy Carolinas, LLC",6036,Catawba,SC,2RC,OP,8,1986,RI,,,, ,Lake Wylie,Lake Wylie,SW,FR,"97,172", , , , , , ,8,1986,MW,,,,"758,974",26, , , , ,70,,30,13,3
5416,"Duke Energy Carolinas, LLC",6038,McGuire,NC,1RC,OP,9,1981,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"1,149,995", , , , , , , , ,,,,, , , , , , , , ,15,20,3
5416,"Duke Energy Carolinas, LLC",6038,McGuire,NC,2RC,OP,3,1984,ON,,,, ,Lake Norman,Lake Norman,SW,FR,"1,149,995", , , , , , , , ,,,,, , , , , , , , ,15,20,3
5416,"Duke Energy Carolinas, LLC",8042,Belews Creek,NC,1,OP,8,1974,ON,,,, ,Belews Lake,Belews Lake,SW,FR,"506,730", , , , , , , , ,,,,, , ,"3,696", , , , , ,18,19,1
5416,"Duke Energy Carolinas, LLC",8042,Belews Creek,NC,2,OP,12,1975,ON,,,, ,Belews Lake,Belews Lake,SW,FR,"506,730", , , , , , , , ,,,,, , ,"3,696", , , , , ,18,19,1
5511,CCI Roseton LLC,8006,Roseton Generating Facility,NY,1,OP,12,1974,ON,,,, ,Hudson River,Hudson River,SW,BR,"640,931",12,1974, , , , , , ,,,,, , ,"24,465", , , ,254,230,29,23,1
5511,CCI Roseton LLC,8006,Roseton Generating Facility,NY,2,OP,9,1974,ON,,,, ,Hudson River,Hudson River,SW,BR,"640,931",9,1974, , , , , , ,,,,, , ,"24,465", , , ,254,230,29,23,1
5517,Dynegy Midwest Generation Inc,889,Baldwin Energy Complex,IL,1,OP,7,1970,RC,,,, ,"Baldwin Lake, Kaskaskia River",Baldwin Cooling Pond,SW,FR,"1,036,800",7,1970,7,1970,"2,000","27,000", , ,,,,, , ,"7,638","3,000", , ,,,,,1
5517,Dynegy Midwest Generation Inc,891,Havana,IL,1,RE,7,1947,ON,,,, ,Illinois River,,SW,FR,"153,949", , , , , , , , ,,,,, , ,335, , , ,100,,,,1
5517,Dynegy Midwest Generation Inc,891,Havana,IL,6,OP,6,1978,RI,,,, ,Illinois River,Illinois River,SW,FR,"6,284", , , , , , ,6,1978,MW,,,,"166,068",0.3,"4,366", ,"4,166", ,, ,30, ,1
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IL,1,OP,6,1953,ON,,,, ,Illinois River,lllinois River,SW,FR,"159,784", , , , , , , , ,,,,, , ,"1,081", , , ,,,30,,1
5517,Dynegy Midwest Generation Inc,897,Vermilion,IL,1,RE,5,1955,RF,,,, ,Vermilion Reservoir,,SW,FR,"2,244", , , , , , ,5,1955,MW,,,,"123,877",2,865, ,710, ,, ,, ,4
5517,Dynegy Midwest Generation Inc,898,Wood River,IL,1,OP,11,1949,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"409,334", , , , , , , , ,,,,, , ,"1,505", , , ,,,30,,1
5580,"East Kentucky Power Coop, Inc",1384,Cooper,KY,1,OP,2,1965,ON,,,, ,Lake Cumberland,Lake Cumberland,SW,FR,"61,939", , , , , , , , ,,,,, , ,"1,594", , , ,60,60,45,45,1
5580,"East Kentucky Power Coop, Inc",1384,Cooper,KY,2,OP,10,1969,ON,RI,,, ,Lake Cumberland,Lake Cumberland,SW,FR,"3,366", , , , , , ,7,2009,MW,,,,"145,870",1.4,"12,461", ,"10,000", ,60,60,45,45,1
5580,"East Kentucky Power Coop, Inc",1385,Dale,KY,1,OP,6,1954,ON,,,, ,Kentucky River,Kentucky River,SW,FR,"152,154", , , , , , , , ,,,,, , ,"1,585", , , ,825,450,5,,1
5580,"East Kentucky Power Coop, Inc",6041,H L Spurlock,KY,1,OP,9,1977,RI,,,, ,Wells and River Water,Ohio River,GW,FR,"3,995", , , , , , ,9,1977,MW,,,,"160,682",1,768, ,768, ,30, ,5, ,1
5580,"East Kentucky Power Coop, Inc",6041,H L Spurlock,KY,2,OP,3,1981,RI,,,, ,Wells and River Water,Ohio River,GW,FR,"6,059", , , , , , ,3,1981,MW,,,,"210,053",2,"5,170", ,"5,170", ,30, ,5, ,1
5580,"East Kentucky Power Coop, Inc",6041,H L Spurlock,KY,3,OP,4,2005,RI,,,, ,Ohio River and Wells,Ohio River,SW,FR,"3,366",4,2005, , , , ,4,2005,MW,,,,"145,870",1.4,"9,332", ,"6,332", ,30, ,5, ,1
5580,"East Kentucky Power Coop, Inc",6041,H L Spurlock,KY,4,OP,4,2009,RI,,,, ,Ohio River,Ohio River,GW,FR,"3,366",4,2009, , , , ,4,2009,MW,,,,"145,870",1.4,"10,000", ,"7,000", ,30, ,5, ,1
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,RW,OP,6,1932,ON,,,, ,South Fork - Holston River,South Fork - Holston River,SW,FR,"453,500", , , , , , , , ,,,,, , ,"11,950", , , ,100,100,9,3,1
5695,Desert Star Energy Center SDG&E,55077,Desert Star Energy Center,NV,ACC,OP,5,2000,DC,,,, ,,,,, , , , , , , ,5,2000,MD,,,, ,4.35,"38,469", ,"38,469", , , , , ,1
5701,El Paso Electric Co,2444,Rio Grande,NM,6,OP,6,1957,RI,,,, ,Wells,Montoya Canal to Rio Grande River,GW,FR,"1,167",8,1997, , , , ,6,1957,MW,,,,"32,765",1,800, , ,15, , , , ,1
5701,El Paso Electric Co,2444,Rio Grande,NM,7,OP,6,1958,RI,,,, ,Wells,Montoya Canal to Rio Grande River,GW,FR,"1,167",8,1997, , , , ,6,1958,MW,,,,"24,012",1,800, , ,15, , , , ,1
5701,El Paso Electric Co,2444,Rio Grande,NM,8,OP,6,1972,RI,,,, ,Wells,Montoya Canal to Rio Grande River,SW,FR,"1,167",8,1997, , , , ,6,1972,MW,,,,"55,206",2,"1,200", , ,15, , , , ,1
5701,El Paso Electric Co,3456,Newman,TX,1,OP,5,1960,RI,,,, ,Wells/Treated Municipal Waste,Not Applicable,GW,FR,907, , , , , , ,5,1960,MW,,,,"38,151",1,"1,300", , , , , , , ,1
5701,El Paso Electric Co,3456,Newman,TX,2,OP,5,1963,RI,,,, ,Wells/Treated Municipal Waste,Not Applicable,GW,FR,"1,100", , , , , , ,2,1996,MW,,,,"38,151",1,"1,300", , , , , , , ,1
5701,El Paso Electric Co,3456,Newman,TX,3,OP,4,1966,RI,,,, ,Wells/Treated Municipal Waste,Not Applicable,GW,FR,"2,460", , , , , , ,4,1996,MW,,,,"40,844",1,"1,500", , , , , , , ,1
