2014 Form EIA-860 Data - Schedule 6Dcomma 'Cooling System Data',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,Cooling ID,Cooling Status,Inservice Month,Inservice Year,Cooling Type 1,Cooling Type 2,Cooling Type 3,Cooling Type 4,Percent Dry Cooling,Cooling Water Source,Cooling Water Discharge,Water Source Code,Water Type Code,Intake Rate at 100% (Gallons per Minute),Chlorine Inservice Month,Chlorine Inservice Year,Pond Inservice Month,Pond Inservice Year,Pond Surface Area (Acres),Pond Volume (Acre Feet),Tower Inservice Month,Tower Inservice Year,Tower Type 1,Tower Type 2,Tower Type 3,Tower Type 4,Tower Water Rate (Gallons per Minute),Power Requirement (MW),Cost Total (Thousand Dollars),Cost Ponds (Thousand Dollars),Cost Towers (Thousand Dollars),Cost Chlorine Equipment (Thousand Dollars),Intake Distance Shore (Feet),Outlet Distance Shore (Feet),Intake Distance Surface (Feet),Outlet Distance Surface (Feet),Steam Plant Type
31386,Tenaska Alabama Partners LP,55271,Tenaska Lindsay Hill Generating Station,AL,CLTWR,OP,5,2002,RI,,,, ,Alabama River,Little Mulberry Creek,SW,FR,"10,000",5,2002, , , , ,5,2002,MW,,,,"278,480",8.4, , , , ,150, ,10, ,1
31719,FPL Energy Wyman LLC,1507,William F Wyman,ME,1,OP,12,1957,ON,,,, ,Casco River,Casco Bay,SW,SA,"33,214", , , , , , , , ,,,,, , ,301, , , ,825,300,10,2,1
31719,FPL Energy Wyman LLC,1507,William F Wyman,ME,2,OP,3,1958,ON,,,, ,Casco River,Casco Bay,SW,SA,"33,214", , , , , , , , ,,,,, , ,301, , , ,825,300,10,2,1
31719,FPL Energy Wyman LLC,1507,William F Wyman,ME,3,OP,7,1965,ON,,,, ,Casco River,Casco Bay,SW,SA,"48,025", , , , , , , , ,,,,, , ,274, , , ,825,300,10,38,1
31719,FPL Energy Wyman LLC,1507,William F Wyman,ME,4,OP,12,1978,ON,,,, ,Casco River,Casco Bay,SW,SA,"228,904", , , , , , , , ,,,,, , ,"6,474", , , ,825,300,15,38,1
32173,New Athens Generating Company LLC,55405,Athens Generating Plant,NY,UNIT 1,OP,5,2004,DC,,,,100%,,,,, , , , , , , ,5,2004,MD,,,, ,2.293, , , , , , , , ,3
32173,New Athens Generating Company LLC,55405,Athens Generating Plant,NY,UNIT 2,OP,5,2004,DC,,,,100%,,,,, , , , , , , ,5,2004,MD,,,, ,2.293, , , , , , , , ,3
32173,New Athens Generating Company LLC,55405,Athens Generating Plant,NY,UNIT 3,OP,5,2004,DC,,,,100%,,,,, , , , , , , ,5,2004,MD,,,, ,2.293, , , , , , , , ,3
32790,"New Harquahala Generating Co, LLC",55372,Harquahala Generating Project,AZ,CTA&B,OP,6,2004,RI,,,, ,"Centarl Arizona Project, Wells",Zero Liquid Discharge Facility,GW,FR,"269,972",6,2004, , , , ,6,2004,MW,,,,"269,972",5,"4,236", ,"4,236", , , , , ,3
34164,Elk Hills Power LLC,55400,Elk Hills Power LLC,CA,CW,OP,7,2003,RI,,,, ,West Kern Water District,West Kern Water District,GW,OT,"109,964",7,2003, , , , ,7,2003,MW,,,,"119,838",3.13,"5,200", ,"5,200", , , , , ,1
39347,East Texas Electric Coopcomma Inc,55664,Harrison County Power Project,TX,CWS,OP,6,2003,RI,,,, ,City Of Longview,NA,PD,BE,"3,797",6,2003, , , , ,6,2003,MW,,,,"127,351",6,"7,200", ,"5,300",300, , , , ,1
40211,"Wabash Valley Power Assn, Inc",57842,Wabash Valley Power IGCC,IN,1,OP,12,1953,ON,,,, ,Wabash River,Wabash River,SW,FR,"61,939", , , , , , , , ,,,,, , ,354, , , ,,,17,13,3
40229,Old Dominion Electric Coop,59220,Wildcat Point Generation Facility,MD,T1,PL,5,2017,RI,,,, ,,,SW,FR, , , , , , , , , ,MW,,,, , , , , , , , , , ,1
40230,Deseret Generation & Tran Coop,7790,Bonanza,UT,1-1,OP,5,1986,RI,,,, ,Green River,N/A,SW,FR,"3,591", , , , , , ,4,1986,MW,,,,"200,179",1,"8,709", ,"8,709", ,20, ,36, ,1
40577,"American Mun Power-Ohio, Inc",7286,Richard Gorsuch,OH,1,RE,6,1951,ON,,,, ,Ohio River,,SW,FR,"119,838",6,1951, , , , , , ,,,,, , , , , , ,50, ,12,5,4
40577,"American Mun Power-Ohio, Inc",55701,Fremont Energy Center,OH,CWS01,OP,1,2012,RI,,,, ,Municipal,Municipal,SW,FR,"4,309", , , , , , ,12,2010,MW,,,,"215,000",2.5,"13,958", ,"11,012", , , , , ,1
40606,City of Grand Island - (NE),59,Platte,NE,1,OP,12,1982,RI,,,, ,Wells,Wells,GW,FR,"1,795",12,1982, , , , ,12,1982,MW,,,,"56,104",1.04,"1,515", ,"1,515", , , , , ,1
40613,Northern California Power Agny,57978,Lodi Energy Center,CA,TWR,OP,11,2012,RI,,,, ,Treatment Plant Effluent,,PD,BE,"1,351",7,2012, , , , ,11,2012,MW,,,,"1,468",2,"4,443", ,"4,443", , , , , ,3
49745,Cash Creek Generating LLC,56107,Cash Creek,KY,CS,PL,12,2019,RI,,,, ,Green River,,SW,FR,"9,785",7,2017, , , , ,12,2019,MW,,,,"211,220", , , , , ,"6,100","6,400", , ,1
49756,Illinois Power Resources Generating LLC,856,E D Edwards,IL,1,OP,6,1960,ON,,,, ,Illinois River,Illinois River,SW,FR,"67,325", , , , , , , , ,,,,, , ,"1,400", , , ,120,106,12,9,1
49756,Illinois Power Resources Generating LLC,856,E D Edwards,IL,2,OP,6,1968,ON,,,, ,Illinois River,Illinois River,SW,FR,"130,161", , , , , , , , ,,,,, , ,"1,400", , , ,120,106,12,9,1
49756,Illinois Power Resources Generating LLC,856,E D Edwards,IL,3,OP,6,1972,ON,,,, ,Illinois River,Illinois River,SW,FR,"201,974", , , , , , , , ,,,,, , ,"5,000", , , ,40,106,16,9,1
49756,Illinois Power Resources Generating LLC,6016,Duck Creek,IL,1,OP,6,1976,RC,,,, ,Duck Creek Reservoir,Duck Creek Reservoir,SW,FR,"210,053",6,1976,6,1976,"1,655","51,518", , ,,,,, , ,"20,582","20,582", , ,10,119,8,10,1
49768,Bastrop Energy Partnerscomma LP,55168,Bastrop Energy Center,TX,CTOWER,OP,4,2002,RI,,,, ,Municipalcomma Colorado River,Colorado River,SW,FR,"3,127",4,2002, , , , ,4,2002,MW,,,,"148,280",1.2,"7,012", ,"3,070",170, , ,6,2,1
49791,Eastman Cogeneration LP,55176,Eastman Cogeneration Facility,TX,GEA CT,OP,1,2001,RI,,,, ,Ferguson Lake,,OT,OT,"1,077", , , , , , ,1,2001,MW,,,,"60,143",2,"3,200", ,"3,200", , , , , ,1
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,1,OP,6,1944,RI,,,, ,Wells,,GW,FR,449,6,1960, , , , ,6,1944,MW,,,,"33,348",0.5, , , , , , , , ,1
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,2,OP,6,1944,RI,,,, ,Wells,,GW,FR,449,6,1960, , , , ,6,1944,MW,,,,"33,348",0.5, , , , , , , , ,1
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,3,OP,6,1944,RI,,,, ,Wells,,GW,FR,449,6,1960, , , , ,6,1944,MW,,,,"33,438",0.5, , , , , , , , ,1
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,4,OP,6,1959,RI,,,, ,Wells,,GW,FR,"1,122",6,1960, , , , ,6,1959,MW,,,,"70,018",1.3, , , , , , , , ,1
49893,Invenergy Services LLC,7999,Grays Harbor Energy Facility,WA,CW1,OP,5,2008,RI,,,, ,Ranney Wells,Chehalis River,GW,FR,"4,039",5,2008, , , , ,5,2008,MW,,,,"175,044",1.4,"4,000", ,"3,500",500, , , , ,1
49893,Invenergy Services LLC,55183,Nelson Energy Center,IL,CW-10,CO,2,2015,RI,,,, ,Rock River,Rock River,SW,FR, ,2,2015, , , , ,2,2015,MW,,,,152,4.3,"2,300", ,"2,300", , , , , ,1
49893,Invenergy Services LLC,55183,Nelson Energy Center,IL,CW-20,CO,2,2015,RI,,,, ,Rock River,Rock River,SW,FR, ,2,2015, , , , ,2,2015,MW,,,,152,4.3,"2,300", ,"2,300", , , , , ,1
49896,"Newmont Nevada Energy Investment, LLC",56224,TS Power Plant,NV,CTW100,OP,6,2008,RI,OT,,, ,Wells,,GW,FR,987, , , , , , ,6,2008,MW,,,,"97,845",1,"22,646","11,817","10,829", , , , , ,1
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,NY,ACC01,OP,6,2009,DC,,,,100%,Municipal,,,OT, ,6,2009, , , , ,6,2009,MD,,,, ,2.6,"29,200", ,"29,200", , , , , ,1
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,MA,7,OP,6,1974,ON,,,, ,Mystic River,Mystic River,SW,BR,"289,945", , , , , , , , ,,,,, , ,"8,723", , , ,35,10,21,10,1
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,MA,85,OP,4,2003,DC,,,,100%,,,,, , , , , , , ,4,2003,MD,,,, ,3.5,"50,000", , , , , , , ,1
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,MA,96,OP,5,2003,DC,,,,100%,,,,, , , , , , , ,5,2003,MD,,,, ,3.5,"50,000", , , , , , , ,1
49974,NAES Corporation - (WA),55334,Holland Energy Facility,IL,CIRC,OP,9,2002,RI,,,, ,Kaskaskia River,Kaskaskia River,SW,FR,"5,557",9,2002, , , , ,9,2002,MW,,,,"188,935",5.3,"15,656", ,"3,648", ,,,2,2,1
49979,Topaz Power Group  LLC,3441,Nueces Bay,TX,5,RE,5,1965,ON,,,, ,Nueces Bay,,SW,SA,"60,143", , , , , , , , ,,,,, , , , , , ,,415,20,5,1
49979,Topaz Power Group  LLC,3441,Nueces Bay,TX,6,RE,5,1965,ON,,,, ,Nueces Bay,,,,"98,743", , , , , , , , ,,,,, , ,859, , , , ,415,20,5,1
49979,Topaz Power Group  LLC,3441,Nueces Bay,TX,7,OP,7,1972,ON,,,, ,Nueces Bay,Nueces Bay,SW,SA,"207,809", , , , , , , , ,,,,, , ,"1,391", , , , ,415,20,5,1
49979,Topaz Power Group  LLC,4939,Barney M Davis,TX,1,OP,5,1974,OC,,,, ,Laguna Madre,Oso Bay,SW,SA,"117,145", , ,5,1974,"1,100","6,600", , ,,,,, , ,"5,000","5,000", , ,"3,824",492,24,2,1
49979,Topaz Power Group  LLC,4939,Barney M Davis,TX,2,OP,7,1976,OC,,,, ,Laguna Madre,Oso Bay,SW,SA,"117,145", , ,5,1974,"1,100","6,600", , ,,,,, , ,"5,000","5,000", , ,"3,824",492,24,2,1
50018,"Dominion Energy New England, LLC",3236,Manchester Street,RI,10,OP,11,1995,ON,,,, ,Providence River,Providence River,SW,BR,"60,592",11,1995, , , , , , ,,,,, , ,423, , , ,,,10,,3
50018,"Dominion Energy New England, LLC",3236,Manchester Street,RI,11,OP,9,1995,ON,,,, ,Providence River,Providence River,SW,BR,"60,592",9,1995, , , , , , ,,,,, , ,423, , , ,,,10,,3
50018,"Dominion Energy New England, LLC",3236,Manchester Street,RI,9,OP,11,1995,ON,,,, ,Providence River,Providence River,SW,BR,"60,592",11,1995, , , , , , ,,,,, , ,423, , , ,,,10,,3
50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,WV,7CIRC,OP,9,1966,ON,,,, ,Ohio River,Ohio River,SW,FR,"69,973",6,1981, , , , , , ,,,,, , ,460, , ,48,23,28,30,20,1
50053,Calhoun Port Authority,3436,E S Joslin,TX,1,RE, , ,ON,,,, ,Lavaca Bay,,SW,SA,"11,220", , , , , , , , ,,,,, , , , , , ,"1,600","1,100", , ,4
50100,"R.E. Ginna Nuclear Power Plant, LLC",6122,R E Ginna Nuclear Power Plant,NY,1,OP,7,1970,ON,,,, ,LAKE ONTARIO,LAKE ONTARIO,SW,FR,"399,909", , , , , , , , ,,,,, , , , , , ,"3,000",,21,,3
50111,Lafayette Utilities System,1443,Louis Doc Bonin,LA,1,OS,4,1965,RI,,,, ,Well,cooling tower,GW,FR,898,4,1965, , , , ,4,1965,MW,,,,"39,048",0.3,188, ,178,10, , , , ,1
50111,Lafayette Utilities System,1443,Louis Doc Bonin,LA,2,OS,1,1970,RI,,,, ,Well,cooling tower,GW,FR,"1,346",1,1970, , , , ,1,1970,MW,,,,"60,143",0.4,328, ,318,10, , , , ,1
50111,Lafayette Utilities System,1443,Louis Doc Bonin,LA,3,OS,1,1977,RI,,,, ,Well,cooling tower,GW,FR,"2,693",1,1977, , , , ,1,1977,MW,,,,"109,964",0.9,418, ,408,10, , , , ,1
50129,Georgia-Pacific Cons Op LLC Port Hudson,10612,Georgia-Pacific Port Hudson,LA,CS1,RE, , ,,,,, ,,,,, , , , , , , , , ,,,,, , , , , , , , , , ,1
50157,South Point Energy Center LLC,55177,South Point Energy Center,AZ,CW,OP,6,2001,RI,,,, ,Colorado River,,SW,FR,"7,181", , , , , , ,6,2001,MW,,,,"162,477",3,"340,000","10,000","330,000", ,15, ,8, ,1
50161,FirstEnergy Nuclear Operating Company,6020,Perry,OH,CSID01,OP,11,1986,RN,,,, ,LAKE ERIE,,SW,FR,"92,504",12,1985, , , , ,11,1986,NW,,,,"600,087",13.5,"73,000", ,"41,000", ,"2,956","2,197",115,114,3
50161,FirstEnergy Nuclear Operating Company,6040,Beaver Valley,PA,CSID01,OP,7,1976,RN,,,, ,Ohio River,,SW,FR,"38,402",7,1976, , , , ,7,1976,NW,,,,"507,179",10.4,"16,000", ,"16,000", ,,,15,15,3
50161,FirstEnergy Nuclear Operating Company,6040,Beaver Valley,PA,CSID02,OP,8,1987,RN,,,, ,MAKEUP OHIO RIVER,,SW,FR,"26,077",8,1987, , , , ,8,1987,NW,,,,"508,975",8.92,"56,000", ,"56,000", ,,,15,15,3
50161,FirstEnergy Nuclear Operating Company,6149,Davis Besse,OH,CSID01,OP,4,1977,RN,,,, ,Lake Erie,,SW,FR,"42,011",4,1977, , , , ,4,1977,NW,,,,"527,825",14.3,"9,000", ,"9,000", ,"3,280","1,544",11,8,3
54693,Osprey Energy Center,55412,Osprey Energy Center Power Plant,FL,CT,OP,5,2004,RI,,,, ,"Wells, Municipality",Municipality Reclaimed System,PD,BE,"2,700", , , , , , ,5,2004,MW,,,,"184,088",2.4,"4,384", ,"2,334", , , , , ,1
54784,NewPage Corporation,10495,Rumford Cogeneration,ME,COOLTW,OP,12,1990,RI,,,, ,Androscoggin River,Androscoggin River,SW,FR,"22,442",12,1990, , , , ,12,1990,MW,,,,"22,442",1,"4,000", ,"3,500", ,15, ,19, ,1
54796,Union Power Partners LP,55380,Union Power Partners LP,AR,CT-1,OP,1,2003,RI,,,, ,Ouachita River,NA,SW,FR,"3,232",1,2003, , , , ,1,2003,MW,,,,"174,910",4.2,"15,550", ,"8,206","7,344",10,5, ,4,3
54796,Union Power Partners LP,55380,Union Power Partners LP,AR,CT-2,OP,4,2003,RI,,,, ,Ouachita River,NA,SW,FR,"3,232",4,2003, , , , ,4,2003,MW,,,,"174,910",4.2,"15,560", ,"8,216","7,344",10,5, ,4,3
54796,Union Power Partners LP,55380,Union Power Partners LP,AR,CT-3,OP,5,2003,RI,,,, ,Ouachita River,NA,SW,FR,"3,232",5,2003, , , , ,5,2003,MW,,,,"174,910",4.2,"15,560", ,"8,216","7,344",10,5, ,4,3
54796,Union Power Partners LP,55380,Union Power Partners LP,AR,CT-4,OP,1,2003,RI,,,, ,Ouachita River,NA,SW,FR,"3,232",1,2003, , , , ,6,2003,MW,,,,"174,910",4.2,"15,560", ,"8,216","7,344",10,5, ,4,3
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant,CA,6,OP,12,1967,ON,,,, ,Moss Landing Harbor,Moss Landing Harbor,SW,SA,"299,819", , , , , , , , ,,,,, , ,"3,482", , , ,,800,20,20,1
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant,CA,7,OP,8,1968,ON,,,, ,Moss Landing Harbor,Moss Landing Harbor,SW,SA,"299,819", , , , , , , , ,,,,, , ,"3,482", , , ,,800,20,20,1
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant,CA,U1,OP,7,2002,ON,,,, ,Moss Landing Harbor,Moss Landing Harbor,SW,SA,"62,388",7,2002, , , , , , ,,,,, , ,"150,000", , , ,,800, ,20,1
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant,CA,U2,OP,7,2002,ON,,,, ,Moss Landing Harbor,Moss Landing Harbor,SW,SA,"62,388",7,2002, , , , , , ,,,,, , ,"150,000", , , ,,800, ,20,1
54817,Fairless Energy LLC,55298,Fairless Energy Center,PA,BLK1CS,OP,5,2004,RI,,,, ,Delaware River,Waste Water Treatment Facility,SW,FR,"3,680",5,2004, , , , ,5,2004,MW,,,,"189,856",6,"5,000", ,"4,950",50,"3,500","3,500",15,15,1
54817,Fairless Energy LLC,55298,Fairless Energy Center,PA,BLK2CS,OP,5,2004,RI,,,, ,Delaware River,Waste Water Treatment Facility,SW,FR,"3,680",5,2004, , , , ,5,2004,MW,,,,"189,856",6,"5,000", ,"4,950",50,"4,000","4,000",15,15,1
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,2,OP,3,1954,ON,,,, ,East River,East River,SW,SA,"145,000", , , , , , , , ,,,,, , ,"1,612", , , ,40,260,25,13,1
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,3,OP,12,1958,ON,,,, ,East River,East River,SW,SA,"260,000", , , , , , , , ,,,,, , ,"2,538", , , ,40,440,25,13,1
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,4,OS,12,1961,ON,,,, ,East River,East River,SW,SA,"230,000", , , , , , , , ,,,,, , ,"2,651", , , ,50,590,25,13,1
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,5,OP,12,1962,ON,,,, ,East River,East River,SW,SA,"230,000", , , , , , , , ,,,,, , ,"3,754", , , ,55,830,25,13,1
54885,NRG Wholesale Generation LP,3130,Seward (PA),PA,1,OP,3,2004,RI,,,,100%,Conemaugh River,Conemaugh River,SW,FR,"7,181",3,2004, , , , ,3,2004,MW,,,,"259,873",10,"24,300", ,"7,300", ,,10,20,2,1
54885,NRG Wholesale Generation LP,55706,Choctaw County,MS,ACC,OP,7,2003,DC,,,, ,,,,, , , , , , , ,7,2003,MD,,,, ,10,"30,000", , , , , , , ,1
54885,NRG Wholesale Generation LP,55976,Hunterstown Power Plant,PA,ACC,OP,8,2003,DC,,,, ,,,,, , , , , , , ,8,2003,MD,,,, ,5.592,"74,513", , , , , , , ,1
54888,NRG Texas Power LLC,298,Limestone,TX,C1,OP,10,1985,RI,,,, ,Lake Limestone,,SW,FR,"7,630", , , , , , ,10,1985,MW,,,,"265,259",2,"17,369", ,"16,519", ,"1,886", ,40, ,1
54888,NRG Texas Power LLC,298,Limestone,TX,C2,OP,10,1986,RI,,,, ,Lake Limestone,,SW,FR,"7,630", , , , , , ,10,1986,MW,,,,"265,259",2,"17,369", ,"16,519", ,"1,886", ,40, ,1
54888,NRG Texas Power LLC,3460,Cedar Bayou,TX,C1,OP,12,1970,OC,,,, ,Upper Galveston Bay,Upper Galveston Bay,SW,BR,"337,970", , ,6,1974,"2,750","13,750", , ,,,,, , ,"1,410","1,410", , ,,,,,1
54888,NRG Texas Power LLC,3460,Cedar Bayou,TX,C2,OP,3,1972,OC,,,, ,Upper Galveston Bay,Upper Galveston Bay,SW,BR,"337,970", , ,6,1974,"2,750","13,750", , ,,,,, , ,"1,370","1,370", , ,,,,,1
54888,NRG Texas Power LLC,3460,Cedar Bayou,TX,C3,RE,12,1974,OC,,,, ,Upper Galveston Bay,,SW,BR,"333,930", , ,6,1974,"2,750","13,750", , ,,,,, , , , , , ,,,,,1
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,C5,OP,6,1973,RI,,,, ,Lake Houston,Spring Gully,SW,FR,"6,732", , , , , , ,6,1973,MW,,,,"114,003",4,652, ,652, , , , , ,1
54888,NRG Texas Power LLC,3468,Sam Bertron,TX,C1,OP,3,1958,ON,,,, ,Houston Ship Channel,Houston Ship Channel,SW,FR,"114,901", , , , , , , , ,,,,, , ,"1,250", , , ,75,,33,,1
54888,NRG Texas Power LLC,3468,Sam Bertron,TX,C2,OP,4,1956,ON,,,, ,Houston Ship Channel,Houston Ship Channel,SW,FR,"114,901", , , , , , , , ,,,,, , ,"1,250", , , ,75,,33,,1
54888,NRG Texas Power LLC,3468,Sam Bertron,TX,C3,OP,2,1959,ON,,,, ,Houston Ship Channel,Houston Ship Channel,SW,FR,"140,933", , , , , , , , ,,,,, , ,"1,250", , , ,75,,33,,1
54888,NRG Texas Power LLC,3468,Sam Bertron,TX,C4,OP,2,1960,ON,,,, ,Houston Ship Channel,Houston Ship Channel,SW,FR,"140,933", , , , , , , , ,,,,, , ,"1,250", , , ,75,,33,,1
54888,NRG Texas Power LLC,3469,T H Wharton,TX,C2,OP,5,1960,RI,,,, ,Wells,Greens Bayou,GW,FR,"7,899",12,1958, , , , ,5,1960,MW,,,,"60,592",1.19,"1,205", ,674, , , , , ,3
54888,NRG Texas Power LLC,3470,W A Parish,TX,C1,OP,6,1958,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"115,798", , ,12,1958,"2,500","19,000", , ,,,,, , ,600,600, , ,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C2,OP,12,1958,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"115,798", , ,12,1958,"2,500","19,000", , ,,,,, , ,600,600, , ,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C3,OP,3,1961,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"182,225", , ,12,1958,"2,500","19,000", , ,,,,, , ,645,645, , ,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C4,OP,6,1968,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"333,033", , ,12,1958,"2,500","19,000", , ,,,,, , ,"1,050","1,050", , ,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C5,OP,12,1977,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"320,914",12,1977,12,1958,"2,500","19,000", , ,,,,, , ,"3,121","3,018", ,93,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C6,OP,12,1978,OC,,,, ,Smithers Lake,Smithers Lake,SW,FR,"320,914",12,1978,12,1958,"2,500","19,000", , ,,,,, , ,"3,285","3,192", ,93,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C7,OP,6,1980,RI,,,, ,Smithers Lake,Smithers Lake,SW,FR,"7,630",6,1980, , , , ,6,1980,MW,,,,"212,297",2,"9,295",10,"9,232",53,,,,,1
54888,NRG Texas Power LLC,3470,W A Parish,TX,C8,OP,12,1982,RI,,,, ,Smithers Lake,Smithers Lake,SW,FR,"6,284",12,1982, , , , ,12,1982,MW,,,,"212,297",2,"10,210",10,"10,085",115,,,,,1
54890,Russell City Energy Company LLC,56467,Russell City Energy Center,CA,CT1,OP,8,2013,RI,,,, ,Municipality of Hayward CA,None,PD,BE,"2,753", , , , , , ,8,2013,MW,,,,"114,910",4,"2,000", ,"2,000", ,"5,438", ,10,10,1
54899,NAES Corporation - (DE),599,McKee Run,DE,1,OP,3,1961,RI,,,, ,Municipality,Municipality,GW,FR,54,3,1961, , , , ,7,1983,MW,,,,"19,277",1,800, ,550, , , , , ,1
54899,NAES Corporation - (DE),599,McKee Run,DE,2,OP,3,1961,RI,,,, ,Municipality,Municipality,GW,FR,54,3,1961, , , , ,7,1983,MW,,,,"19,277",1,800, ,550, , , , , ,1
54899,NAES Corporation - (DE),599,McKee Run,DE,3,OP,9,1975,RI,,,, ,Municipality,Municipality,GW,FR,112,9,1975, , , , ,9,1975,MW,,,,"53,348",1,"1,700", ,"1,100", , , , , ,1
54907,ReNu Power Holdings LLC,3443,Victoria,TX,4,RE,3,1955,ON,,,, ,Guadalupe River,,,,"59,695", , , , , , , , ,,,,, , , , , , ,30,12,8,2,1
54907,ReNu Power Holdings LLC,3443,Victoria,TX,4/5CT,OP,4,1957,RI,,,, ,Wells,Guadalupe River,GW,FR,"1,795", , , , , , ,4,1957,MW,,,,"95,152",1.5,656, ,656, , , , , ,1
54907,ReNu Power Holdings LLC,3443,Victoria,TX,5,OP,3,1963,ON,,,, ,Guadalupe River,Guadalupe River,SW,FR,"69,569", , , , , , , , ,,,,, , ,656, , , ,30,12,8,2,1
54907,ReNu Power Holdings LLC,3443,Victoria,TX,6,RE,5,1968,RI,,,, ,Wells,,,,"122,531", , , , , , ,5,1968,MW,,,,"154,847",1,656, ,656, , , , , ,1
54915,"Dogwood Power Management, LLC",55178,Dogwood Energy Facility,MO,CT,OP,2,2002,RI,,,, ,Municipality,KCMO,OT,FR,"123,000", , , , , , ,2,2002,MW,,,,"123,000",2, , , , , , , , ,1
55269,NextEra Energy Duane Arnold LLC,1060,Duane Arnold Energy Center,IA,CW,OP,2,1975,RI,,,,0%,Cedar River,Cedar River,SW,FR,"11,984",2,1975, , , , ,2,1975,MW,,,,"310,008",3.6,"18,000", ,"18,000", ,,,19,,3
55269,NextEra Energy Duane Arnold LLC,1060,Duane Arnold Energy Center,IA,WW,OP,2,1975,OT,,,, ,Underground aquifers,Cedar River,GW,FR,"1,324",2,1975, , , , , , ,,,,, , ,"2,000", , , , , , , ,3
55307,Colorado Energy Management,10682,Brush Generation Facility,CO,CT1,OP,10,1990,RI,,,, ,Municipality,,GW,FR,449, , , , , , ,10,1990,MW,,,,"25,000",0.56,250, ,210, , , , , ,1
55307,Colorado Energy Management,10682,Brush Generation Facility,CO,CT2,OP,1,1994,RI,,,, ,Municipality,,GW,FR,498, , , , , , ,1,1994,MW,,,,"29,892",0.67,275, ,224, , , , , ,1
55307,Colorado Energy Management,10682,Brush Generation Facility,CO,CT4,OP,9,2002,RI,,,, ,Municipality,,GW,FR,"1,400", , , , , , ,9,2002,MW,,,,"68,492",1.4,987, ,629, , , , , ,1
55510,Tiverton Power LLC,55048,Tiverton Power Plant,RI,ACC1,OP,6,2000,DC,,,, ,,,,, , , , , , , ,6,2000,MD,,,, ,2, , , , , , , , ,4
55649,Ontelaunee Energy Center,55193,Ontelaunee Energy Center,PA,1,OP,12,2002,RI,,,, ,Municiple,Schuylkill River,OT,FR,"1,167", , , , , , ,12,2002,MW,,,,"159,999",5,"8,000", ,"8,000", , , , , ,3
55729,Duke Energy Kentucky Inc,6018,East Bend,KY,2,OP,3,1981,RI,,,, ,Ohio River,Ohio River,SW,FR,"5,835", , , , , , ,3,1981,MW,,,,"241,471",2,"6,221", ,"6,221", ,48,,36,,1
55739,Edgecombe Operating Services LLC,10384,Edgecombe Genco LLC,NC,UNIT1,OP,10,1990,RI,,,, ,Municipality,,SW,FR,898,10,1990, , , , ,10,1990,MW,,,,"35,458",1,"2,250", ,"1,600", , , , , ,1
55739,Edgecombe Operating Services LLC,10384,Edgecombe Genco LLC,NC,UNIT2,OP,10,1990,RI,,,, ,Municipality,,SW,FR,898,10,1990, , , , ,10,1990,MW,,,,"35,458",1,"2,250", ,"1,600", , , , , ,1
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,UNIT1,OP,5,1992,RI,,,, ,James River,James River,SW,FR,"1,795",5,1992, , , , ,5,1992,MW,,,,"70,018",3,"5,000", ,"3,000", ,"6,300", ,30, ,1
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,UNIT2,OP,8,1992,RI,,,, ,James River,James River,SW,FR,"1,750",8,1992, , , , ,8,1992,MW,,,,"70,018",3,"5,000", ,"3,000", ,"6,300", ,30, ,1
